2025-11-13 04:19:35,736 - [INFO] - __main__ - (main.py).main(316) - 🔄 Запуск бота
2025-11-13 04:19:36,117 - [INFO] - aiogram - (executor.py)._welcome(362) - Bot: тестайс [@testaicebot]
2025-11-13 04:19:36,345 - [WARNING] - aiogram - (executor.py)._skip_updates(358) - Updates were skipped successfully.
2025-11-13 04:19:36,345 - [INFO] - __main__ - (main.py).on_startup(227) - 🚀 Запуск бота...
2025-11-13 04:19:36,345 - [INFO] - __main__ - (main.py).on_startup(230) - 📊 Настройка базы данных...
2025-11-13 04:19:36,456 - [INFO] - __main__ - (main.py).setup_database(87) - ✅ Все таблицы базы данных созданы
2025-11-13 04:19:36,457 - [INFO] - __main__ - (main.py).setup_database(94) - ✅ Подключение к базе данных установлено
2025-11-13 04:19:36,457 - [INFO] - __main__ - (main.py).on_startup(234) - 🧹 Очистка старых данных...
2025-11-13 04:19:36,498 - [INFO] - __main__ - (main.py).cleanup_old_limits(119) - ✅ Старые записи лимитов не найдены
2025-11-13 04:19:36,499 - [INFO] - __main__ - (main.py).setup_middleware_first(135) - 🛠️ Настройка middleware...
2025-11-13 04:19:36,499 - [INFO] - __main__ - (main.py).setup_middleware_first(139) - ✅ AutoRegisterMiddleware зарегистрирован
2025-11-13 04:19:36,500 - [INFO] - __main__ - (main.py).setup_middleware_first(147) - ✅ ThrottlingMiddleware зарегистрирован для 16 команд
2025-11-13 04:19:36,500 - [INFO] - __main__ - (main.py).on_startup(242) - 📝 Регистрация обработчиков...
2025-11-13 04:19:36,500 - [INFO] - __main__ - (main.py).register_all_handlers(158) - 🔄 Регистрация обработчиков...
2025-11-13 04:19:36,526 - [INFO] - root - (start.py).register_start_handler(778) - ✅ Стартовые обработчики зарегистрированы
2025-11-13 04:19:36,526 - [INFO] - __main__ - (main.py).register_all_handlers(175) - ✅ start обработчики зарегистрированы
2025-11-13 04:19:36,535 - [INFO] - __main__ - (main.py).register_all_handlers(175) - ✅ admin обработчики зарегистрированы
2025-11-13 04:19:36,541 - [INFO] - __main__ - (main.py).register_all_handlers(175) - ✅ mute_ban обработчики зарегистрированы
2025-11-13 04:19:36,543 - [INFO] - root - (shop.py).register_shop_handlers(483) - ✅ Магазин обработчики зарегистрированы (с ГЛОБАЛЬНОЙ защитой)
2025-11-13 04:19:36,544 - [INFO] - __main__ - (main.py).register_all_handlers(175) - ✅ shop обработчики зарегистрированы
2025-11-13 04:19:36,546 - [INFO] - handlers.donate - (donate.py)._init_bonus_table(128) - ✅ Таблица user_bonuses создана/проверена
2025-11-13 04:19:36,547 - [INFO] - root - (donate.py).register_donate_handlers(955) - ✅ Донат обработчики зарегистрированы (с бонусами за привилегии)
2025-11-13 04:19:36,549 - [INFO] - __main__ - (main.py).register_all_handlers(175) - ✅ donate обработчики зарегистрированы
2025-11-13 04:19:36,553 - [INFO] - handlers.callback - (callback.py)._register_handler(94) - Successfully registered callback handler: handle_main_menu
2025-11-13 04:19:36,553 - [INFO] - handlers.callback - (callback.py)._register_handler(94) - Successfully registered callback handler: handle_admin_users_list
2025-11-13 04:19:36,554 - [INFO] - __main__ - (main.py).register_all_handlers(175) - ✅ callback обработчики зарегистрированы
2025-11-13 04:19:36,556 - [INFO] - __main__ - (main.py).register_all_handlers(175) - ✅ reference обработчики зарегистрированы
2025-11-13 04:19:36,561 - [INFO] - __main__ - (main.py).register_all_handlers(175) - ✅ transfer обработчики зарегистрированы
2025-11-13 04:19:36,564 - [INFO] - __main__ - (main.py).register_all_handlers(175) - ✅ history_service обработчики зарегистрированы
